name,brand_name,price,rating,ram,ram_GB,rom_gb,expand_rom,display,display_size,display_type,camera,rear_camera,front_camera,battery,battery_mAh,processor,processor_name
"vivo T3 Ultra (Frost Green, 256 GB)",vivo,29999,4.5,8 GB RAM | 256 GB ROM,8,256,0,17.22 cm (6.78 inch) Display,17.22,Display,50MP + 8MP | 50MP Front Camera,50MP + 8MP ,50MP,5500 mAh Battery,5500 ,Dimensity 9200+ Processor,Dimensity 9200+ 
"OnePlus 13s 5G (Black Velvet, 512 GB)",oneplus,57327,4.5,12 GB RAM | 512 GB ROM,12,512,0,16.05 cm (6.32 inch) Display,16.05,Display,50MP Rear Camera,50MP ,,5850 mAh Battery,5850 ,1 Year Warranty,1 Year Warranty
"Samsung Galaxy S25 5G (Mint, 256 GB)",samsung,80999,4.6,12 GB RAM | 256 GB ROM,12,256,0,15.75 cm (6.2 inch) Full HD+ Display,15.75,Full HD+ Display,50MP + 10MP + 12MP | 12MP Front Camera,50MP + 10MP + 12MP ,12MP,4000 mAh Battery,4000 ,8 Elite for Galaxy Processor,8 Elite for Galaxy 
"REDMI Note 14 5G (Titan Black, 256 GB)",redmi,19680,4.2,8 GB RAM | 256 GB ROM,8,256,0,16.94 cm (6.67 inch) Display,16.94,Display,50MP Rear Camera,50MP ,,5110 mAh Battery,5110 ,1 Year,1 Year
"REDMI Note 14 5G (Mystique White, 256 GB)",redmi,19449,4.2,8 GB RAM | 256 GB ROM,8,256,0,16.94 cm (6.67 inch) Display,16.94,Display,50MP Rear Camera,50MP ,,5110 mAh Battery,5110 ,1 Year,1 Year
"Samsung Galaxy M16 5G (Thunder Black, 128 GB)",samsung,13857,4.2,6 GB RAM | 128 GB ROM,6,128,0,17.02 cm (6.7 inch) Display,17.02,Display,50MP Rear Camera,50MP ,,5000 mAh Battery,5000 ,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"Samsung Galaxy M16 5G (Blush Pink, 128 GB)",samsung,13841,4.2,6 GB RAM | 128 GB ROM,6,128,0,17.02 cm (6.7 inch) Display,17.02,Display,50MP Rear Camera,50MP ,,5000 mAh Battery,5000 ,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"Samsung Galaxy M16 5G (Thunder Black, 128 GB)",samsung,11878,4.1,4 GB RAM | 128 GB ROM,4,128,0,17.02 cm (6.7 inch) Display,17.02,Display,50MP Rear Camera,50MP ,,5000 mAh Battery,5000 ,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"Samsung Galaxy M16 5G (Mint Green, 128 GB)",samsung,13898,4.2,6 GB RAM | 128 GB ROM,6,128,0,17.02 cm (6.7 inch) Display,17.02,Display,50MP Rear Camera,50MP ,,5000 mAh Battery,5000 ,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories,1 Year Manufacturer Warranty for Phone and 6 Months Warranty for In the Box Accessories
"OnePlus 13s 5G (Pink Satin, 256 GB)",oneplus,54978,4.5,12 GB RAM | 256 GB ROM,12,256,0,16.05 cm (6.32 inch) Display,16.05,Display,50MP Rear Camera,50MP ,,5850 mAh Battery,5850 ,1 Year Warranty,1 Year Warranty
"OnePlus 13s 5G (Black Velvet, 256 GB)",oneplus,52959,4.5,12 GB RAM | 256 GB ROM,12,256,0,16.05 cm (6.32 inch) Display,16.05,Display,50MP Rear Camera,50MP ,,5850 mAh Battery,5850 ,1 Year Warranty,1 Year Warranty
"vivo V50e 5G (Pearl White, 256 GB)",vivo,30999,4.3,8 GB RAM | 256 GB ROM,8,256,0,17.2 cm (6.77 inch) Display,17.2,Display,50MP + 8MP | 50MP Front Camera,50MP + 8MP ,50MP,5600 mAh Battery,5600 ,Dimensity 7300 Processor,Dimensity 7300 
"realme 70 TURBO 5G (Turbo Purple, 128 GB)",realme,18990,4.4,8 GB RAM | 128 GB ROM,8,128,0,16.94 cm (6.67 inch) Full HD+ Display,16.94,Full HD+ Display,50MP Rear Camera,50MP ,,5000 mAh Battery,5000 ,Segment's Fastest Dimensity 7300 Energy 5G Chipset Processor,Segment's Fastest Dimensity 7300 Energy 5G Chipset 
"OnePlus 13s 5G (Green Silk, 256 GB)",oneplus,52998,4.5,12 GB RAM | 256 GB ROM,12,256,0,16.05 cm (6.32 inch) Display,16.05,Display,50MP Rear Camera,50MP ,,5850 mAh Battery,5850 ,1 Year Warranty,1 Year Warranty
"Samsung Galaxy A56 5G (Awesome Olive, 128 GB)",samsung,38999,4.3,8 GB RAM | 128 GB ROM,8,128,0,17.02 cm (6.7 inch) Full HD+ Display,17.02,Full HD+ Display,50MP + 12MP + 5MP | 12MP Front Camera,50MP + 12MP + 5MP ,12MP,5000 mAh Battery,5000 ,Samsng Exynos 1580 Processor,Samsng Exynos 1580 
"vivo T3 Ultra (Lunar Gray, 256 GB)",vivo,31999,4.5,12 GB RAM | 256 GB ROM,12,256,0,17.22 cm (6.78 inch) Display,17.22,Display,50MP + 8MP | 50MP Front Camera,50MP + 8MP ,50MP,5500 mAh Battery,5500 ,Dimensity 9200+ Processor,Dimensity 9200+ 
"vivo T3 Ultra (Lunar Gray, 128 GB)",vivo,27999,4.5,8 GB RAM | 128 GB ROM,8,128,0,17.22 cm (6.78 inch) Display,17.22,Display,50MP + 8MP | 50MP Front Camera,50MP + 8MP ,50MP,5500 mAh Battery,5500 ,Dimensity 9200+ Processor,Dimensity 9200+ 
"REDMI Note 14 5G (Phantom Purple, 256 GB)",redmi,19447,4.2,8 GB RAM | 256 GB ROM,8,256,0,16.94 cm (6.67 inch) Display,16.94,Display,50MP Rear Camera,50MP ,,5110 mAh Battery,5110 ,1 Year,1 Year
"vivo T3 Lite 5G (Vibrant Green, 128 GB)",vivo,11499,4.4,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,6,128,1024,16.66 cm (6.56 inch) Display,16.66,Display,50MP + 2MP | 8MP Front Camera,50MP + 2MP ,8MP,5000 mAh Battery,5000 ,Dimensity 6300 Processor,Dimensity 6300 
"vivo T3 Lite 5G (Vibrant Green, 128 GB)",vivo,10499,4.4,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,4,128,1024,16.66 cm (6.56 inch) Display,16.66,Display,50MP + 2MP | 8MP Front Camera,50MP + 2MP ,8MP,5000 mAh Battery,5000 ,Dimensity 6300 Processor,Dimensity 6300 
"vivo V50 5G (Rose Red, 128 GB)",vivo,32999,4.5,8 GB RAM | 128 GB ROM,8,128,0,17.2 cm (6.77 inch) Display,17.2,Display,50MP + 50MP | 50MP Front Camera,50MP + 50MP ,50MP,6000 mAh Battery,6000 ,7 Gen 3 Processor,7 Gen 3 
"vivo V50 5G (Titanium Grey, 128 GB)",vivo,32999,4.5,8 GB RAM | 128 GB ROM,8,128,0,17.2 cm (6.77 inch) Display,17.2,Display,50MP + 50MP | 50MP Front Camera,50MP + 50MP ,50MP,6000 mAh Battery,6000 ,7 Gen 3 Processor,7 Gen 3 
"Samsung Galaxy A56 5G (Awesome Graphite, 256 GB)",samsung,41999,4.3,8 GB RAM | 256 GB ROM,8,256,0,17.02 cm (6.7 inch) Full HD+ Display,17.02,Full HD+ Display,50MP + 12MP + 5MP | 12MP Front Camera,50MP + 12MP + 5MP ,12MP,5000 mAh Battery,5000 ,Samsung Exynos 1580 Processor,Samsung Exynos 1580 
"REDMI 13 5G (Hawaiian Blue, 128 GB)",redmi,13999,4.3,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,8,128,1024,17.25 cm (6.79 inch) Full HD+ Display,17.25,Full HD+ Display,108MP + 2MP | 13MP Front Camera,108MP + 2MP ,13MP,5030 mAh Lithium Polymer Battery,5030 ,4 Gen 2 AE Processor,4 Gen 2 AE 
"REDMI 13 5G (Hawaiian Blue, 128 GB)",redmi,12499,4.2,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,6,128,1024,17.25 cm (6.79 inch) Full HD+ Display,17.25,Full HD+ Display,108MP + 2MP | 13MP Front Camera,108MP + 2MP ,13MP,5030 mAh Lithium Polymer Battery,5030 ,4 Gen 2 AE Processor,4 Gen 2 AE 
"REDMI 13 5G (Black Diamond, 128 GB)",redmi,12499,4.2,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,6,128,1024,17.25 cm (6.79 inch) Full HD+ Display,17.25,Full HD+ Display,108MP + 2MP | 13MP Front Camera,108MP + 2MP ,13MP,5030 mAh Lithium Polymer Battery,5030 ,4 Gen 2 AE Processor,4 Gen 2 AE 
"OPPO A3 Pro 5G (Moonlight Purple, 128 GB)",oppo,16299,4.3,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,8,128,1024,16.94 cm (6.67 inch) Full HD Display,16.94,Full HD Display,50MP + 50MP + 2MP | 13MP Dual Front Camera,50MP + 50MP + 2MP ,,5100 mAh Battery,5100 ,Dimensity 6300 5G Mobile Platform Processor,Dimensity 6300 5G Mobile Platform 
"REDMI 13 5G (Orchid Pink, 128 GB)",redmi,13999,4.3,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,8,128,1024,17.25 cm (6.79 inch) Full HD+ Display,17.25,Full HD+ Display,108MP + 2MP | 13MP Front Camera,108MP + 2MP ,13MP,5030 mAh Lithium Polymer Battery,5030 ,4 Gen 2 AE Processor,4 Gen 2 AE 
"REDMI 13 5G (Black Diamond, 128 GB)",redmi,13999,4.3,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,8,128,1024,17.25 cm (6.79 inch) Full HD+ Display,17.25,Full HD+ Display,108MP + 2MP | 13MP Front Camera,108MP + 2MP ,13MP,5030 mAh Lithium Polymer Battery,5030 ,4 Gen 2 AE Processor,4 Gen 2 AE 
"Samsung Galaxy A36 5G (Awesome Black, 256 GB)",samsung,36999,4.3,12 GB RAM | 256 GB ROM,12,256,0,17.02 cm (6.7 inch) Full HD+ Display,17.02,Full HD+ Display,50MP + 8MP | 12MP Front Camera,50MP + 8MP ,12MP,5000 mAh Battery,5000 ,Qualcomm Snapdragon 6 Gen 3 Processor,Qualcomm Snapdragon 6 Gen 3 
"realme 14 Pro+ 5G (Pearl White, 512 GB)",realme,37999,4.4,12 GB RAM | 512 GB ROM,12,512,0,17.35 cm (6.83 inch) Display,17.35,Display,50MP + 50MP + 8MP | 32MP Front Camera,50MP + 50MP + 8MP ,32MP,6000 mAh Battery,6000 ,7s Gen 3 Mobile Platform Processor,7s Gen 3 Mobile Platform 
"realme 14 Pro 5G (Suede Grey, 128 GB)",realme,24999,4.4,8 GB RAM | 128 GB ROM,8,128,0,17.2 cm (6.77 inch) Full HD+ Display,17.2,Full HD+ Display,50MP + 2MP | 16MP Front Camera,50MP + 2MP ,16MP,6000 mAh Battery,6000 ,Dimensity 7300 Energy Processor,Dimensity 7300 Energy 
"realme 14 Pro 5G (Suede Grey, 256 GB)",realme,26999,4.4,8 GB RAM | 256 GB ROM,8,256,0,17.2 cm (6.77 inch) Full HD+ Display,17.2,Full HD+ Display,50MP + 2MP | 16MP Front Camera,50MP + 2MP ,16MP,6000 mAh Battery,6000 ,Dimensity 7300 Energy Processor,Dimensity 7300 Energy 
"realme C73 5G (Jade Green, 128 GB)",realme,11499,4.3,4 GB RAM | 128 GB ROM | Expandable Upto 2 TB,4,128,2048,16.94 cm (6.67 inch) HD+ Display,16.94,HD+ Display,32MP Rear Camera | 8MP Front Camera,32MP ,8MP,6000 mAh Battery,6000 ,Dimensity 6300 Processor,Dimensity 6300 
"REDMI 14C 5G (Stargaze Black, 128 GB)",redmi,11999,4.2,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,6,128,1024,17.48 cm (6.88 inch) HD+ Display,17.48,HD+ Display,50MP Rear Camera | 8MP Front Camera,50MP ,8MP,5160 mAh Battery,5160 ,4 Gen 2 5G Processor,4 Gen 2 5G 
"Samsung Galaxy M35 5G (Moonlight Blue, 256 GB)",samsung,26999,4.3,8 GB RAM | 256 GB ROM,8,256,0,16.76 cm (6.6 inch) Display,16.76,Display,50MP Rear Camera,50MP ,,6000 mAh Battery,6000 ,1 YEAR,1 YEAR
"realme 70 TURBO 5G (Yellow, 128 GB)",realme,15999,4.4,8 GB RAM | 128 GB ROM,8,128,0,16.94 cm (6.67 inch) Full HD+ Display,16.94,Full HD+ Display,50MP Rear Camera,50MP ,,5000 mAh Battery,5000 ,Segment's Fastest Dimensity 7300 Energy 5G Chipset Processor,Segment's Fastest Dimensity 7300 Energy 5G Chipset 
"realme 70 TURBO 5G (Turbo Yellow, 128 GB)",realme,15831,4.3,6 GB RAM | 128 GB ROM,6,128,0,16.94 cm (6.67 inch) Full HD+ Display,16.94,Full HD+ Display,50MP Rear Camera,50MP ,,5000 mAh Battery,5000 ,Segment's Fastest Dimensity 7300 Energy 5G Chipset Processor,Segment's Fastest Dimensity 7300 Energy 5G Chipset 
"vivo V50 5G (Starry Night, 256 GB)",vivo,34999,4.5,8 GB RAM | 256 GB ROM,8,256,0,17.2 cm (6.77 inch) Display,17.2,Display,50MP + 50MP | 50MP Front Camera,50MP + 50MP ,50MP,6000 mAh Battery,6000 ,7 Gen 3 Processor,7 Gen 3 
"vivo T3 Ultra (Frost Green, 128 GB)",vivo,27999,4.5,8 GB RAM | 128 GB ROM,8,128,0,17.22 cm (6.78 inch) Display,17.22,Display,50MP + 8MP | 50MP Front Camera,50MP + 8MP ,50MP,5500 mAh Battery,5500 ,Dimensity 9200+ Processor,Dimensity 9200+ 
"vivo T3 Ultra (Frost Green, 256 GB)",vivo,31999,4.5,12 GB RAM | 256 GB ROM,12,256,0,17.22 cm (6.78 inch) Display,17.22,Display,50MP + 8MP | 50MP Front Camera,50MP + 8MP ,50MP,5500 mAh Battery,5500 ,Dimensity 9200+ Processor,Dimensity 9200+ 
"OPPO Reno14 Pro 5G (Titanium Grey, 512 GB)",oppo,54999,4.5,12 GB RAM | 512 GB ROM,12,512,0,17.35 cm (6.83 inch) Full HD+ Display,17.35,Full HD+ Display,50MP + 50MP + 50MP | 50MP Front Camera,50MP + 50MP + 50MP ,50MP,6200 mAh Battery,6200 ,Dimensity 8450 Processor,Dimensity 8450 
"Samsung Galaxy S24 Ultra 5G (Titanium Violet, 256 GB)",samsung,89990,4.6,12 GB RAM | 256 GB ROM,12,256,0,17.27 cm (6.8 inch) Quad HD+ Display,17.27,HD+ Display,200MP + 50MP + 12MP + 10MP | 12MP Front Camera,200MP + 50MP + 12MP + 10MP ,12MP,5000 mAh Battery,5000 ,Snapdragon 8 Gen 3 Processor,Snapdragon 8 Gen 3 
"realme 14 Pro+ 5G (Suede Grey, 512 GB)",realme,37999,4.4,12 GB RAM | 512 GB ROM,12,512,0,17.35 cm (6.83 inch) Display,17.35,Display,50MP + 50MP + 8MP | 32MP Front Camera,50MP + 50MP + 8MP ,32MP,6000 mAh Battery,6000 ,7s Gen 3 Mobile Platform Processor,7s Gen 3 Mobile Platform 
"OPPO Reno14 Pro 5G (Titanium Grey, 256 GB)",oppo,49999,4.5,12 GB RAM | 256 GB ROM,12,256,0,17.35 cm (6.83 inch) Full HD+ Display,17.35,Full HD+ Display,50MP + 50MP + 50MP | 50MP Front Camera,50MP + 50MP + 50MP ,50MP,6200 mAh Battery,6200 ,Dimensity 8450 Processor,Dimensity 8450 
"Google Pixel 8 Pro (Obsidian, 256 GB)",google,64999,4.4,12 GB RAM | 256 GB ROM,12,256,0,17.02 cm (6.7 inch) Full HD+ AMOLED Display,17.02,Display,50MP + 48MP + 48MP | 10.5MP Front Camera,50MP + 48MP + 48MP ,5MP,5050 mAh Battery,5050 ,Tensor G3 Processor,Tensor G3 
"Motorola Razr 60 (PANTONE Spring Bud, 256 GB)",motorola,49999,4.5,8 GB RAM | 256 GB ROM,8,256,0,17.53 cm (6.9 inch) Full HD+ Display,17.53,Full HD+ Display,50MP + 13MP | 32MP Front Camera,50MP + 13MP ,32MP,4500 mAh Battery,4500 ,Dimensity 7400X Processor,Dimensity 7400X 
"realme NARZO 80 Pro 5G (Speed Silver, 128 GB)",realme,18187,4.5,8 GB RAM | 128 GB ROM,8,128,0,17.02 cm (6.7 inch) Display,17.02,Display,50MP Rear Camera,50MP ,,6000 mAh Battery,6000 ,1 Year Warranty on Handset and 6 Months Warranty on Accessories,1 Year Warranty on Handset and 6 Months Warranty on Accessories
"Google Pixel 8 Pro (Obsidian, 128 GB)",google,59999,4.4,12 GB RAM | 128 GB ROM,12,128,0,17.02 cm (6.7 inch) Full HD+ AMOLED Display,17.02,Display,50MP + 48MP + 48MP | 10.5MP Front Camera,50MP + 48MP + 48MP ,5MP,5050 mAh Battery,5050 ,Tensor G3 Processor,Tensor G3 
"vivo Y400 Pro 5G (Freestyle White, 256 GB)",vivo,26999,4.4,8 GB RAM | 256 GB ROM,8,256,0,17.2 cm (6.77 inch) Display,17.2,Display,50MP + 2MP | 32MP Front Camera,50MP + 2MP ,32MP,5500 mAh Battery,5500 ,Dimensity 7300 Processor,Dimensity 7300 
"vivo Y400 Pro 5G (Fest Gold, 256 GB)",vivo,26999,4.4,8 GB RAM | 256 GB ROM,8,256,0,17.2 cm (6.77 inch) Display,17.2,Display,50MP + 2MP | 32MP Front Camera,50MP + 2MP ,32MP,5500 mAh Battery,5500 ,Dimensity 7300 Processor,Dimensity 7300 
"Alcatel V3 Classic 5G (Halo White, 128 GB)",alcatel,12999,4.3,4 GB RAM | 128 GB ROM | Expandable Upto 2 TB,4,128,2048,16.94 cm (6.67 inch) HD+ Display,16.94,HD+ Display,50MP Dual Camera | 8MP Front Camera,50MP Dual Camera ,8MP,5200 mAh Battery,5200 ,Dimensity 6300 Processor,Dimensity 6300 
"Samsung Galaxy F14 5G (Green, 128 GB)",samsung,11990,4.2,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,4,128,1024,16.76 cm (6.6 inch) Full HD+ Display,16.76,Full HD+ Display,50MP + 2MP | 13MP Front Camera,50MP + 2MP ,13MP,6000 mAh Battery,6000 ,"Exynos 1330, Octa Core Processor","Exynos 1330, Octa Core "
"vivo V50 5G (Starry Night, 512 GB)",vivo,38999,4.5,12 GB RAM | 512 GB ROM,12,512,0,17.2 cm (6.77 inch) Display,17.2,Display,50MP + 50MP | 50MP Front Camera,50MP + 50MP ,50MP,6000 mAh Battery,6000 ,7 Gen 3 Processor,7 Gen 3 
"Samsung Galaxy M56 5G (Light Green, 256 GB)",samsung,28478,4.4,8 GB RAM | 256 GB ROM,8,256,0,17.02 cm (6.7 inch) Full HD+ E3 Super AMOLED Display,17.02,Display,50MP + 50MP + 8MP | 12MP + 2MP Dual Front Camera,50MP + 50MP + 8MP ,,5000 mAh Battery,5000 ,OCTACORE Processor,OCTACORE 
"LAVA Yuva 2 5G (Marble White, 128 GB)",lava,9299,4.3,4 GB RAM | 128 GB ROM,4,128,0,16.94 cm (6.67 inch) Full HD+ Display,16.94,Full HD+ Display,50MP Rear Camera,50MP ,,5000 mAh Battery,5000 ,1 Year Handset Warranty and 6 Months Warranty on Accessories,1 Year Handset Warranty and 6 Months Warranty on Accessories
"Samsung Galaxy A36 5G (Awesome White, 128 GB)",samsung,30999,4.3,8 GB RAM | 128 GB ROM,8,128,0,17.02 cm (6.7 inch) Full HD+ Display,17.02,Full HD+ Display,50MP + 8MP | 12MP Front Camera,50MP + 8MP ,12MP,5000 mAh Battery,5000 ,Qualcomm Snapdragon 6 Gen 3 Processor,Qualcomm Snapdragon 6 Gen 3 
"vivo Y400 Pro 5G (Freestyle White, 128 GB)",vivo,24999,4.4,8 GB RAM | 128 GB ROM,8,128,0,17.2 cm (6.77 inch) Display,17.2,Display,50MP + 2MP | 32MP Front Camera,50MP + 2MP ,32MP,5500 mAh Battery,5500 ,Dimensity 7300 Processor,Dimensity 7300 
"vivo Y400 Pro 5G (Fest Gold, 128 GB)",vivo,24999,4.4,8 GB RAM | 128 GB ROM,8,128,0,17.2 cm (6.77 inch) Display,17.2,Display,50MP + 2MP | 32MP Front Camera,50MP + 2MP ,32MP,5500 mAh Battery,5500 ,Dimensity 7300 Processor,Dimensity 7300 
"Samsung Galaxy A26 5G (Awesome Mint, 256 GB)",samsung,25999,4.0,8 GB RAM | 256 GB ROM | Expandable Upto 1 TB,8,256,1024,17.02 cm (6.7 inch) Full HD+ Display,17.02,Full HD+ Display,50MP + 8MP | 13MP Front Camera,50MP + 8MP ,13MP,5000 mAh Battery,5000 ,Samsung Exynos 1380 Processor,Samsung Exynos 1380 
"vivo V50 5G (Rose Red, 256 GB)",vivo,34999,4.5,8 GB RAM | 256 GB ROM,8,256,0,17.2 cm (6.77 inch) Display,17.2,Display,50MP + 50MP | 50MP Front Camera,50MP + 50MP ,50MP,6000 mAh Battery,6000 ,7 Gen 3 Processor,7 Gen 3 
"Honor 200 5G (Black, 256 GB)",honor,22489,4.3,8 GB RAM | 256 GB ROM,8,256,0,17.02 cm (6.7 inch) Full HD+ Super AMOLED Display,17.02,Display,50MP + 50MP + 12MP | 50MP Front Camera,50MP + 50MP + 12MP ,50MP,5200 mAh Battery,5200 ,Snapdragon 7 Gen 3 Processor,Snapdragon 7 Gen 3 
"Samsung Galaxy A55 5G (Awesome Navy, 256 GB)",samsung,34990,4.3,12 GB RAM | 256 GB ROM | Expandable Upto 1 TB,12,256,1024,16.76 cm (6.6 inch) Full HD+ Display,16.76,Full HD+ Display,50MP + 12MP + 5MP | 32MP Front Camera,50MP + 12MP + 5MP ,32MP,5000 mAh Battery,5000 ,Samsung Exynos 1480 Processor,Samsung Exynos 1480 
"Samsung Galaxy A15 5G (Blue Black, 128 GB)",samsung,16995,4.3,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,8,128,1024,16.51 cm (6.5 inch) Full HD+ Display,16.51,Full HD+ Display,50MP + 5MP + 2MP | 13MP Front Camera,50MP + 5MP + 2MP ,13MP,5000 mAh Battery,5000 ,Dimensity 6100+ Processor,Dimensity 6100+ 
"Motorola g64 5G (Pearl Blue, 128 GB)",motorola,13999,4.3,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,8,128,1024,16.51 cm (6.5 inch) Full HD+ Display,16.51,Full HD+ Display,50MP (OIS) + 8MP | 16MP Front Camera,50MP (OIS) + 8MP ,16MP,6000 mAh Battery,6000 ,Dimensity 7025 Processor,Dimensity 7025 
"OPPO A3x 5G (Starry Purple, 64 GB)",oppo,10999,4.2,4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,4,64,2048,16.94 cm (6.67 inch) HD+ Display,16.94,HD+ Display,8MP Rear Camera | 5MP Front Camera,8MP ,5MP,5100 mAh Battery,5100 ,Dimensity 6300 Processor,Dimensity 6300 
"realme 14 Pro Lite 5G (Glass Purple, 256 GB)",realme,23999,4.4,8 GB RAM | 256 GB ROM,8,256,0,17.02 cm (6.7 inch) Full HD+ Display,17.02,Full HD+ Display,50MP + 8MP + 2MP | 32MP Front Camera,50MP + 8MP + 2MP ,32MP,5200 mAh Battery,5200 ,7s Gen2 Processor,7s Gen2 
"Google Pixel 8a (Obsidian, 256 GB)",google,44999,4.3,8 GB RAM | 256 GB ROM,8,256,0,15.49 cm (6.1 inch) Full HD+ Display,15.49,Full HD+ Display,64MP + 13MP | 13MP Front Camera,64MP + 13MP ,13MP,4404 mAh Battery,4404 ,Tensor G3 Processor,Tensor G3 
"Samsung Galaxy A06 5G (Light Gray, 128 GB)",samsung,10488,4.0,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,4,128,1024,17.02 cm (6.7 inch) HD+ Display,17.02,HD+ Display,50MP + 50MP | 2MP + 2MP Dual Front Camera,50MP + 50MP ,,5000 mAh Battery,5000 ,MEDIATEK Processor,MEDIATEK 
"realme 13 Pro+ 5G (Monet Gold, 256 GB)",realme,25999,4.4,8 GB RAM | 256 GB ROM,8,256,0,17.02 cm (6.7 inch) Full HD+ Display,17.02,Full HD+ Display,50MP + 8MP + 50MP | 32MP Front Camera,50MP + 8MP + 50MP ,32MP,5200 mAh Battery,5200 ,Snapdragon 7s Gen2 Processor,Snapdragon 7s Gen2 
"realme 13 Pro+ 5G (Emerald Green, 256 GB)",realme,25999,4.4,8 GB RAM | 256 GB ROM,8,256,0,17.02 cm (6.7 inch) Full HD+ Display,17.02,Full HD+ Display,50MP + 8MP + 50MP | 32MP Front Camera,50MP + 8MP + 50MP ,32MP,5200 mAh Battery,5200 ,Snapdragon 7s Gen2 Processor,Snapdragon 7s Gen2 
"realme 14 Pro+ 5G (Suede Grey, 256 GB)",realme,34999,4.4,12 GB RAM | 256 GB ROM,12,256,0,17.35 cm (6.83 inch) Display,17.35,Display,50MP + 50MP + 8MP | 32MP Front Camera,50MP + 50MP + 8MP ,32MP,6000 mAh Battery,6000 ,7s Gen 3 Mobile Platform Processor,7s Gen 3 Mobile Platform 
"OPPO A5 Pro 5G (Feather Blue, 128 GB)",oppo,17999,4.2,8 GB RAM | 128 GB ROM,8,128,0,16.94 cm (6.67 inch) Display,16.94,Display,50MP + 2MP | 8MP Front Camera,50MP + 2MP ,8MP,5800 mAh Battery,5800 ,Dimensity 6300 Processor,Dimensity 6300 
"realme 14 Pro+ 5G (Pearl White, 256 GB)",realme,34999,4.4,12 GB RAM | 256 GB ROM,12,256,0,17.35 cm (6.83 inch) Display,17.35,Display,50MP + 50MP + 8MP | 32MP Front Camera,50MP + 50MP + 8MP ,32MP,6000 mAh Battery,6000 ,7s Gen 3 Mobile Platform Processor,7s Gen 3 Mobile Platform 
"realme 14 Pro+ 5G (Suede Grey, 128 GB)",realme,29999,4.4,8 GB RAM | 128 GB ROM,8,128,0,17.35 cm (6.83 inch) Display,17.35,Display,50MP + 50MP + 8MP | 32MP Front Camera,50MP + 50MP + 8MP ,32MP,6000 mAh Battery,6000 ,7s Gen 3 Mobile Platform Processor,7s Gen 3 Mobile Platform 
"realme 14 Pro+ 5G (Suede Grey, 256 GB)",realme,31999,4.4,8 GB RAM | 256 GB ROM,8,256,0,17.35 cm (6.83 inch) Display,17.35,Display,50MP + 50MP + 8MP | 32MP Front Camera,50MP + 50MP + 8MP ,32MP,6000 mAh Battery,6000 ,7s Gen 3 Mobile Platform Processor,7s Gen 3 Mobile Platform 
"realme 14 Pro+ 5G (Pearl White, 256 GB)",realme,31999,4.4,8 GB RAM | 256 GB ROM,8,256,0,17.35 cm (6.83 inch) Display,17.35,Display,50MP + 50MP + 8MP | 32MP Front Camera,50MP + 50MP + 8MP ,32MP,6000 mAh Battery,6000 ,7s Gen 3 Mobile Platform Processor,7s Gen 3 Mobile Platform 
"realme 13 Pro+ 5G (Monet Gold, 512 GB)",realme,28999,4.4,12 GB RAM | 512 GB ROM,12,512,0,17.02 cm (6.7 inch) Full HD+ Display,17.02,Full HD+ Display,50MP + 8MP + 50MP | 32MP Front Camera,50MP + 8MP + 50MP ,32MP,5200 mAh Battery,5200 ,Snapdragon 7s Gen2 Processor,Snapdragon 7s Gen2 
"realme 13 Pro+ 5G (Monet Purple, 256 GB)",realme,26990,4.4,12 GB RAM | 256 GB ROM,12,256,0,17.02 cm (6.7 inch) Full HD+ Display,17.02,Full HD+ Display,50MP + 8MP + 50MP | 32MP Front Camera,50MP + 8MP + 50MP ,32MP,5200 mAh Battery,5200 ,Snapdragon 7s Gen2 Processor,Snapdragon 7s Gen2 
"Samsung Galaxy A36 5G (Awesome Black, 128 GB)",samsung,30999,4.3,8 GB RAM | 128 GB ROM,8,128,0,17.02 cm (6.7 inch) Full HD+ Display,17.02,Full HD+ Display,50MP + 8MP | 12MP Front Camera,50MP + 8MP ,12MP,5000 mAh Battery,5000 ,Qualcomm Snapdragon 6 Gen 3 Processor,Qualcomm Snapdragon 6 Gen 3 
